time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
20.458684,4.063333,-3.804066,-3.194087
20.488682,4.082249,-3.771334,-3.239237
20.52866,2.741731,-3.718141,-2.388464
20.558659,2.148235,-3.678286,-0.020652
20.588658,2.414138,-2.743251,-0.024855
20.628636,1.296051,-0.657357,0.457472
20.658604,2.20707,0.907838,1.685522
20.688603,-0.141312,-0.315804,1.158357
20.718602,-4.13479,0.33462,1.116958
20.75858,-3.177149,3.796226,4.408445
20.788548,-4.371333,4.0086,4.56281
20.818536,-5.140377,1.440546,4.030549
20.858514,-4.859353,0.361631,2.171448
20.888513,-4.135945,0.822599,1.157047
20.928491,-1.704383,0.971098,0.237916
20.958489,-0.121814,0.792101,-0.88526
20.988458,0.935246,-0.234862,-2.070645
21.028466,2.662435,-2.13573,-3.224406
21.058434,3.457129,-3.466871,-4.090325
21.088433,4.828472,-3.772644,-2.83056
21.118432,4.845131,-3.845219,-3.554383
21.15841,2.759623,-3.62367,-0.324185
21.188378,3.155969,-2.434919,0.786866
21.228387,2.14938,-1.834945,0.393286
21.258355,1.172814,-0.610836,1.443416
21.288354,1.906632,0.859847,1.625679
21.328332,-3.119336,-0.101111,0.627119
21.358331,-3.522923,2.65755,2.642866
21.388299,-4.233528,4.104679,4.035456
21.428308,-5.802667,2.37395,3.739234
21.458276,-5.630985,1.012658,1.041244
21.488275,-5.809062,0.038272,-0.27209
